Id_Registro;Id_Pais;Id_Pvcia;Id_Dpto;Fecha_Medicion;Id_Zona;Id_Actividad;Ingreso_Bruto;Costos_Directos;Margen_Bruto;Costos_Indirectos;Resultado_Neto;producción_(kg/ha);carga_(kg/ha);eficiencia_stock(%);destete(%)
1002292;32;8;95;01/08/2016;14;2;419;63;357;120;237;17;59;29;65
1002293;32;8;123;01/08/2016;14;2;419;63;357;120;237;17;59;29;65
1002294;32;8;124;01/08/2016;14;2;419;63;357;120;237;17;59;29;65
1002295;32;8;219;01/08/2016;14;2;419;63;357;120;237;17;59;29;65
1002296;32;11;15;01/08/2016;14;2;419;63;357;120;237;17;59;29;65
1002297;32;11;18;01/08/2016;14;2;419;63;357;120;237;17;59;29;65
1002298;32;11;104;01/08/2016;14;2;419;63;357;120;237;17;59;29;65
1002299;32;11;121;01/08/2016;14;2;419;63;357;120;237;17;59;29;65
1002207;32;4;28;01/08/2016;6;2;685;114;570;354;216;30;103;29;65
1002208;32;4;31;01/08/2016;6;2;685;114;570;354;216;30;103;29;65
1002209;32;4;45;01/08/2016;6;2;685;114;570;354;216;30;103;29;65
1002210;32;4;54;01/08/2016;6;2;685;114;570;354;216;30;103;29;65
1002211;32;4;98;01/08/2016;6;2;685;114;570;354;216;30;103;29;65
1002212;32;4;137;01/08/2016;6;2;685;114;570;354;216;30;103;29;65
1002213;32;4;156;01/08/2016;6;2;685;114;570;354;216;30;103;29;65
1002214;32;4;159;01/08/2016;6;2;685;114;570;354;216;30;103;29;65
1002215;32;4;170;01/08/2016;6;2;685;114;570;354;216;30;103;29;65
1002216;32;4;183;01/08/2016;6;2;685;114;570;354;216;30;103;29;65
1002217;32;4;186;01/08/2016;6;2;685;114;570;354;216;30;103;29;65
1002218;32;4;199;01/08/2016;6;2;685;114;570;354;216;30;103;29;65
1002219;32;4;204;01/08/2016;6;2;685;114;570;354;216;30;103;29;65
1002220;32;4;212;01/08/2016;6;2;685;114;570;354;216;30;103;29;65
1002221;32;4;216;01/08/2016;6;2;685;114;570;354;216;30;103;29;65
1002329;32;10;26;01/08/2016;17;2;379;105;274;204;69;17;71;24;55
1002330;32;10;27;01/08/2016;17;2;379;105;274;204;69;17;71;24;55
1002331;32;10;31;01/08/2016;17;2;379;105;274;204;69;17;71;24;55
1002332;32;10;39;01/08/2016;17;2;379;105;274;204;69;17;71;24;55
1002333;32;10;72;01/08/2016;17;2;379;105;274;204;69;17;71;24;55
1002334;32;10;75;01/08/2016;17;2;379;105;274;204;69;17;71;24;55
1002335;32;10;89;01/08/2016;17;2;379;105;274;204;69;17;71;24;55
1002336;32;10;106;01/08/2016;17;2;379;105;274;204;69;17;71;24;55
1002337;32;10;107;01/08/2016;17;2;379;105;274;204;69;17;71;24;55
1002338;32;10;112;01/08/2016;17;2;379;105;274;204;69;17;71;24;55
1002339;32;10;113;01/08/2016;17;2;379;105;274;204;69;17;71;24;55
1002340;32;10;178;01/08/2016;17;2;379;105;274;204;69;17;71;24;55
1002300;32;8;93;01/08/2016;15;2;879;223;656;184;473;34;109;31;70
1002301;32;8;127;01/08/2016;15;2;879;223;656;184;473;34;109;31;70
1002302;32;8;210;01/08/2016;15;2;879;223;656;184;473;34;109;31;70
1002303;32;11;40;01/08/2016;15;2;879;223;656;184;473;34;109;31;70
1002304;32;11;52;01/08/2016;15;2;879;223;656;184;473;34;109;31;70
1002305;32;11;108;01/08/2016;15;2;879;223;656;184;473;34;109;31;70
1002229;32;5;140;01/08/2016;8;2;1577;249;1328;209;1119;63;215;29;67
1002272;32;6;49;01/08/2016;11;2;1603;247;1355;509;846;67;227;30;67
1002273;32;6;61;01/08/2016;11;2;1603;247;1355;509;846;67;227;30;67
1002274;32;6;62;01/08/2016;11;2;1603;247;1355;509;846;67;227;30;67
1002275;32;6;63;01/08/2016;11;2;1603;247;1355;509;846;67;227;30;67
1002276;32;6;110;01/08/2016;11;2;1603;247;1355;509;846;67;227;30;67
1002375;32;5;56;01/08/2016;8;2;1577;249;1328;209;1119;63;215;29;67
1002376;32;5;136;01/08/2016;8;2;1577;249;1328;209;1119;63;215;29;67
1002377;32;5;202;01/08/2016;8;2;1577;249;1328;209;1119;63;215;29;67
1002236;32;1;4;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002237;32;1;8;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002238;32;1;15;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002239;32;1;17;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002240;32;1;25;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002241;32;1;30;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002242;32;1;37;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002243;32;1;43;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002244;32;1;59;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002245;32;1;67;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002246;32;1;69;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002247;32;1;74;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002248;32;1;77;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002249;32;1;78;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002250;32;1;79;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002251;32;1;76;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002252;32;1;81;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002253;32;1;111;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002254;32;1;116;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002255;32;1;118;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002256;32;1;125;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002257;32;1;128;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002258;32;1;129;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002259;32;1;131;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002260;32;1;134;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002261;32;1;139;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002262;32;1;141;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002263;32;1;145;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002264;32;1;152;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002265;32;1;160;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002266;32;1;166;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002267;32;1;176;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002268;32;1;180;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002269;32;1;198;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002270;32;1;206;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002271;32;1;211;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002378;32;1;119;01/08/2016;10;2;2466;262;2203;777;1427;92;293;31;72
1002306;32;1;7;01/08/2016;16;1;1648;470;1178;283;895;65;186;35;75
1002307;32;1;35;01/08/2016;16;1;1648;470;1178;283;895;65;186;35;75
1002308;32;1;86;01/08/2016;16;1;1648;470;1178;283;895;65;186;35;75
1002309;32;1;92;01/08/2016;16;1;1648;470;1178;283;895;65;186;35;75
1002313;32;1;214;01/08/2016;16;1;1648;470;1178;283;895;65;186;35;75
1002316;32;4;168;01/08/2016;16;1;1648;470;1178;283;895;65;186;35;75
1002317;32;8;12;01/08/2016;16;1;1648;470;1178;283;895;65;186;35;75
1002318;32;8;31;01/08/2016;16;1;1648;470;1178;283;895;65;186;35;75
1002327;32;11;83;01/08/2016;16;1;1648;470;1178;283;895;65;186;35;75
1002328;32;11;87;01/08/2016;16;1;1648;470;1178;283;895;65;186;35;75
1002165;32;4;85;01/08/2016;2;1;3896;1511;2385;1205;1180;157;416;38;65
1002166;32;4;103;01/08/2016;2;1;3896;1511;2385;1205;1180;157;416;38;65
1002167;32;4;133;01/08/2016;2;1;3896;1511;2385;1205;1180;157;416;38;65
1002168;32;4;158;01/08/2016;2;1;3896;1511;2385;1205;1180;157;416;38;65
1002169;32;4;169;01/08/2016;2;1;3896;1511;2385;1205;1180;157;416;38;65
1002170;32;4;171;01/08/2016;2;1;3896;1511;2385;1205;1180;157;416;38;65
1002171;32;4;188;01/08/2016;2;1;3896;1511;2385;1205;1180;157;416;38;65
1002172;32;4;209;01/08/2016;2;1;3896;1511;2385;1205;1180;157;416;38;65
1002173;32;4;217;01/08/2016;2;1;3896;1511;2385;1205;1180;157;416;38;65
1002174;32;2;6;01/08/2016;3;1;1091;303;788;380;408;46;195;24;60
1002175;32;2;40;01/08/2016;3;1;1091;303;788;380;408;46;195;24;60
1002176;32;2;69;01/08/2016;3;1;1091;303;788;380;408;46;195;24;60
1002177;32;2;157;01/08/2016;3;1;1091;303;788;380;408;46;195;24;60
1002178;32;2;185;01/08/2016;3;1;1091;303;788;380;408;46;195;24;60
1002179;32;2;200;01/08/2016;3;1;1091;303;788;380;408;46;195;24;60
1002180;32;2;207;01/08/2016;3;1;1091;303;788;380;408;46;195;24;60
1002162;32;1;24;01/08/2016;1;1;2967;1100;1867;1169;698;117;336;35;69
1002163;32;1;57;01/08/2016;1;1;2967;1100;1867;1169;698;117;336;35;69
1002164;32;1;53;01/08/2016;1;1;2967;1100;1867;1169;698;117;336;35;69
1002230;32;5;147;01/08/2016;9;1;693;191;502;166;336;29;144;20;50
1002373;32;5;192;01/08/2016;9;1;693;191;502;166;336;29;144;20;50
1002374;32;5;67;01/08/2016;9;1;693;191;502;166;336;29;144;20;50
1002288;32;6;99;01/08/2016;13;3;1067;369;698;236;462;51;132;39;-99999
1002351;32;13;173;01/08/2016;18;3;1592;423;1170;849;321;75;189;40;-99999
1002341;32;12;18;01/08/2016;18;3;1592;423;1170;849;321;75;189;40;-99999
1002342;32;12;36;01/08/2016;18;3;1592;423;1170;849;321;75;189;40;-99999
1002343;32;12;97;01/08/2016;18;3;1592;423;1170;849;321;75;189;40;-99999
1002344;32;12;108;01/08/2016;18;3;1592;423;1170;849;321;75;189;40;-99999
1002345;32;12;117;01/08/2016;18;3;1592;423;1170;849;321;75;189;40;-99999
1002346;32;12;177;01/08/2016;18;3;1592;423;1170;849;321;75;189;40;-99999
1002347;32;12;184;01/08/2016;18;3;1592;423;1170;849;321;75;189;40;-99999
1002348;32;12;187;01/08/2016;18;3;1592;423;1170;849;321;75;189;40;-99999
1002349;32;12;189;01/08/2016;18;3;1592;423;1170;849;321;75;189;40;-99999
1002350;32;12;192;01/08/2016;18;3;1592;423;1170;849;321;75;189;40;-99999
1002277;32;6;45;01/08/2016;12;3;5237;3066;2171;1676;495;284;482;59;-99999
1002278;32;6;58;01/08/2016;12;3;5237;3066;2171;1676;495;284;482;59;-99999
1002279;32;6;90;01/08/2016;12;3;5237;3066;2171;1676;495;284;482;59;-99999
1002280;32;6;91;01/08/2016;12;3;5237;3066;2171;1676;495;284;482;59;-99999
1002281;32;6;142;01/08/2016;12;3;5237;3066;2171;1676;495;284;482;59;-99999
1002282;32;6;146;01/08/2016;12;3;5237;3066;2171;1676;495;284;482;59;-99999
1002283;32;6;197;01/08/2016;12;3;5237;3066;2171;1676;495;284;482;59;-99999
1002284;32;6;205;01/08/2016;12;3;5237;3066;2171;1676;495;284;482;59;-99999
1002285;32;6;218;01/08/2016;12;3;5237;3066;2171;1676;495;284;482;59;-99999
1002286;32;6;220;01/08/2016;12;3;5237;3066;2171;1676;495;284;482;59;-99999
1002287;32;6;221;01/08/2016;12;3;5237;3066;2171;1676;495;284;482;59;-99999
1002310;32;1;149;01/08/2016;16;3;4834;2293;2541;1427;1114;260;492;53;-99999
1002311;32;1;173;01/08/2016;16;3;4834;2293;2541;1427;1114;260;492;53;-99999
1002312;32;1;182;01/08/2016;16;3;4834;2293;2541;1427;1114;260;492;53;-99999
1002314;32;1;215;01/08/2016;16;3;4834;2293;2541;1427;1114;260;492;53;-99999
1002315;32;4;84;01/08/2016;16;3;4834;2293;2541;1427;1114;260;492;53;-99999
1002319;32;8;38;01/08/2016;16;3;4834;2293;2541;1427;1114;260;492;53;-99999
1002320;32;8;42;01/08/2016;16;3;4834;2293;2541;1427;1114;260;492;53;-99999
1002321;32;8;51;01/08/2016;16;3;4834;2293;2541;1427;1114;260;492;53;-99999
1002322;32;8;132;01/08/2016;16;3;4834;2293;2541;1427;1114;260;492;53;-99999
1002323;32;8;162;01/08/2016;16;3;4834;2293;2541;1427;1114;260;492;53;-99999
1002324;32;8;165;01/08/2016;16;3;4834;2293;2541;1427;1114;260;492;53;-99999
1002325;32;8;167;01/08/2016;16;3;4834;2293;2541;1427;1114;260;492;53;-99999
1002326;32;8;213;01/08/2016;16;3;4834;2293;2541;1427;1114;260;492;53;-99999
1000234;32;2;1;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000235;32;2;2;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000236;32;2;3;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000237;32;2;4;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000238;32;2;22;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000239;32;2;47;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000240;32;2;66;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000241;32;2;71;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000242;32;2;96;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000243;32;2;120;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000244;32;2;121;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000245;32;2;129;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000246;32;2;135;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000247;32;2;143;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000248;32;2;163;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000249;32;2;189;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000250;32;7;65;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000251;32;7;114;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000252;32;7;153;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000253;32;7;154;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000254;32;7;155;01/11/2016;4;2;687;165;522;365;157;28;122;23;60
1000405;32;13;9;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000406;32;13;11;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000407;32;13;13;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000408;32;13;18;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000409;32;13;31;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000410;32;13;44;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000411;32;13;64;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000412;32;13;94;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000413;32;13;101;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000414;32;13;102;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000415;32;13;105;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000416;32;13;126;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000417;32;13;138;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000418;32;13;144;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000419;32;13;149;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000420;32;13;161;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000421;32;13;175;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000422;32;13;181;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000423;32;13;192;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000424;32;13;201;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000425;32;13;203;01/11/2016;19;2;666;189;478;384;94;27;101;27;60
1000275;32;5;21;01/11/2016;7;2;992;214;778;366;413;43;205;21;60
1000276;32;5;31;01/11/2016;7;2;992;214;778;366;413;43;205;21;60
1000277;32;5;48;01/11/2016;7;2;992;214;778;366;413;43;205;21;60
1000278;32;5;60;01/11/2016;7;2;992;214;778;366;413;43;205;21;60
1000279;32;5;81;01/11/2016;7;2;992;214;778;366;413;43;205;21;60
1000280;32;5;88;01/11/2016;7;2;992;214;778;366;413;43;205;21;60
1000281;32;5;100;01/11/2016;7;2;992;214;778;366;413;43;205;21;60
1000284;32;5;179;01/11/2016;7;2;992;214;778;366;413;43;205;21;60
1000285;32;5;191;01/11/2016;7;2;992;214;778;366;413;43;205;21;60
1000286;32;5;195;01/11/2016;7;2;992;214;778;366;413;43;205;21;60
1000287;32;5;196;01/11/2016;7;2;992;214;778;366;413;43;205;21;60
1000288;32;12;80;01/11/2016;7;2;992;214;778;366;413;43;205;21;60
1000255;32;2;10;01/11/2016;5;2;468;131;337;267;70;19;85;22;60
1000256;32;2;72;01/11/2016;5;2;468;131;337;267;70;19;85;22;60
1000257;32;7;22;01/11/2016;5;2;468;131;337;267;70;19;85;22;60
1000258;32;7;148;01/11/2016;5;2;468;131;337;267;70;19;85;22;60
1000259;32;7;164;01/11/2016;5;2;468;131;337;267;70;19;85;22;60
1000342;32;8;29;01/11/2016;14;2;422;77;345;129;216;17;59;29;65
1000343;32;8;41;01/11/2016;14;2;422;77;345;129;216;17;59;29;65
1000344;32;8;55;01/11/2016;14;2;422;77;345;129;216;17;59;29;65
1000345;32;8;95;01/11/2016;14;2;422;77;345;129;216;17;59;29;65
1000346;32;8;123;01/11/2016;14;2;422;77;345;129;216;17;59;29;65
1000347;32;8;124;01/11/2016;14;2;422;77;345;129;216;17;59;29;65
1000348;32;8;219;01/11/2016;14;2;422;77;345;129;216;17;59;29;65
1000349;32;11;15;01/11/2016;14;2;422;77;345;129;216;17;59;29;65
1000350;32;11;18;01/11/2016;14;2;422;77;345;129;216;17;59;29;65
1000351;32;11;104;01/11/2016;14;2;422;77;345;129;216;17;59;29;65
1000352;32;11;121;01/11/2016;14;2;422;77;345;129;216;17;59;29;65
1000260;32;4;28;01/11/2016;6;2;731;144;588;385;203;30;103;29;65
1000261;32;4;31;01/11/2016;6;2;731;144;588;385;203;30;103;29;65
1000262;32;4;45;01/11/2016;6;2;731;144;588;385;203;30;103;29;65
1000263;32;4;54;01/11/2016;6;2;731;144;588;385;203;30;103;29;65
1000264;32;4;98;01/11/2016;6;2;731;144;588;385;203;30;103;29;65
1000265;32;4;137;01/11/2016;6;2;731;144;588;385;203;30;103;29;65
1000266;32;4;156;01/11/2016;6;2;731;144;588;385;203;30;103;29;65
1000267;32;4;159;01/11/2016;6;2;731;144;588;385;203;30;103;29;65
1000268;32;4;170;01/11/2016;6;2;731;144;588;385;203;30;103;29;65
1000269;32;4;183;01/11/2016;6;2;731;144;588;385;203;30;103;29;65
1000270;32;4;186;01/11/2016;6;2;731;144;588;385;203;30;103;29;65
1000271;32;4;199;01/11/2016;6;2;731;144;588;385;203;30;103;29;65
1000272;32;4;204;01/11/2016;6;2;731;144;588;385;203;30;103;29;65
1000273;32;4;212;01/11/2016;6;2;731;144;588;385;203;30;103;29;65
1000274;32;4;216;01/11/2016;6;2;731;144;588;385;203;30;103;29;65
1000382;32;10;26;01/11/2016;17;2;410;137;273;214;59;17;71;24;55
1000383;32;10;27;01/11/2016;17;2;410;137;273;214;59;17;71;24;55
1000384;32;10;31;01/11/2016;17;2;410;137;273;214;59;17;71;24;55
1000385;32;10;39;01/11/2016;17;2;410;137;273;214;59;17;71;24;55
1000386;32;10;72;01/11/2016;17;2;410;137;273;214;59;17;71;24;55
1000387;32;10;75;01/11/2016;17;2;410;137;273;214;59;17;71;24;55
1000388;32;10;89;01/11/2016;17;2;410;137;273;214;59;17;71;24;55
1000389;32;10;106;01/11/2016;17;2;410;137;273;214;59;17;71;24;55
1000390;32;10;107;01/11/2016;17;2;410;137;273;214;59;17;71;24;55
1000391;32;10;112;01/11/2016;17;2;410;137;273;214;59;17;71;24;55
1000392;32;10;113;01/11/2016;17;2;410;137;273;214;59;17;71;24;55
1000393;32;10;178;01/11/2016;17;2;410;137;273;214;59;17;71;24;55
1000353;32;8;93;01/11/2016;15;2;879;259;620;196;423;34;109;31;70
1000354;32;8;127;01/11/2016;15;2;879;259;620;196;423;34;109;31;70
1000355;32;8;210;01/11/2016;15;2;879;259;620;196;423;34;109;31;70
1000356;32;11;40;01/11/2016;15;2;879;259;620;196;423;34;109;31;70
1000357;32;11;52;01/11/2016;15;2;879;259;620;196;423;34;109;31;70
1000358;32;11;108;01/11/2016;15;2;879;259;620;196;423;34;109;31;70
1000282;32;5;140;01/11/2016;8;2;1577;312;1265;221;1044;63;215;29;67
1000325;32;6;49;01/11/2016;11;2;1585;304;1281;538;743;67;227;30;67
1000326;32;6;61;01/11/2016;11;2;1585;304;1281;538;743;67;227;30;67
1000327;32;6;62;01/11/2016;11;2;1585;304;1281;538;743;67;227;30;67
1000328;32;6;63;01/11/2016;11;2;1585;304;1281;538;743;67;227;30;67
1000329;32;6;110;01/11/2016;11;2;1585;304;1281;538;743;67;227;30;67
1000428;32;5;56;01/11/2016;8;2;1577;312;1265;221;1044;63;215;29;67
1000429;32;5;136;01/11/2016;8;2;1577;312;1265;221;1044;63;215;29;67
1000430;32;5;202;01/11/2016;8;2;1577;312;1265;221;1044;63;215;29;67
1000289;32;1;4;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000290;32;1;8;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000291;32;1;15;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000292;32;1;17;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000293;32;1;25;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000294;32;1;30;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000295;32;1;37;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000296;32;1;43;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000297;32;1;59;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000298;32;1;67;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000299;32;1;69;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000300;32;1;74;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000301;32;1;77;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000302;32;1;78;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000303;32;1;79;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000304;32;1;76;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000305;32;1;81;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000306;32;1;111;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000307;32;1;116;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000308;32;1;118;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000309;32;1;125;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000310;32;1;128;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000311;32;1;129;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000312;32;1;131;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000313;32;1;134;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000314;32;1;139;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000315;32;1;141;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000316;32;1;145;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000317;32;1;152;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000318;32;1;160;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000319;32;1;166;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000320;32;1;176;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000321;32;1;180;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000322;32;1;198;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000323;32;1;206;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000324;32;1;211;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000431;32;1;119;01/11/2016;10;2;2462;318;2145;815;1330;92;293;31;72
1000359;32;1;7;01/11/2016;16;1;1569;545;1024;304;719;65;186;35;75
1000360;32;1;35;01/11/2016;16;1;1569;545;1024;304;719;65;186;35;75
1000361;32;1;86;01/11/2016;16;1;1569;545;1024;304;719;65;186;35;75
1000362;32;1;92;01/11/2016;16;1;1569;545;1024;304;719;65;186;35;75
1000366;32;1;214;01/11/2016;16;1;1569;545;1024;304;719;65;186;35;75
1000369;32;4;168;01/11/2016;16;1;1569;545;1024;304;719;65;186;35;75
1000370;32;8;12;01/11/2016;16;1;1569;545;1024;304;719;65;186;35;75
1000371;32;8;31;01/11/2016;16;1;1569;545;1024;304;719;65;186;35;75
1000380;32;11;83;01/11/2016;16;1;1569;545;1024;304;719;65;186;35;75
1000381;32;11;87;01/11/2016;16;1;1569;545;1024;304;719;65;186;35;75
1000218;32;4;85;01/11/2016;2;1;3647;1786;1861;1298;563;157;416;38;65
1000219;32;4;103;01/11/2016;2;1;3647;1786;1861;1298;563;157;416;38;65
1000220;32;4;133;01/11/2016;2;1;3647;1786;1861;1298;563;157;416;38;65
1000221;32;4;158;01/11/2016;2;1;3647;1786;1861;1298;563;157;416;38;65
1000222;32;4;169;01/11/2016;2;1;3647;1786;1861;1298;563;157;416;38;65
1000223;32;4;171;01/11/2016;2;1;3647;1786;1861;1298;563;157;416;38;65
1000224;32;4;188;01/11/2016;2;1;3647;1786;1861;1298;563;157;416;38;65
1000225;32;4;209;01/11/2016;2;1;3647;1786;1861;1298;563;157;416;38;65
1000226;32;4;217;01/11/2016;2;1;3647;1786;1861;1298;563;157;416;38;65
1000227;32;2;6;01/11/2016;3;1;1028;392;635;412;224;46;195;24;60
1000228;32;2;40;01/11/2016;3;1;1028;392;635;412;224;46;195;24;60
1000229;32;2;69;01/11/2016;3;1;1028;392;635;412;224;46;195;24;60
1000230;32;2;157;01/11/2016;3;1;1028;392;635;412;224;46;195;24;60
1000231;32;2;185;01/11/2016;3;1;1028;392;635;412;224;46;195;24;60
1000232;32;2;200;01/11/2016;3;1;1028;392;635;412;224;46;195;24;60
1000233;32;2;207;01/11/2016;3;1;1028;392;635;412;224;46;195;24;60
1000215;32;1;24;01/11/2016;1;1;2776;1319;1457;1254;203;117;336;35;69
1000216;32;1;57;01/11/2016;1;1;2776;1319;1457;1254;203;117;336;35;69
1000217;32;1;53;01/11/2016;1;1;2776;1319;1457;1254;203;117;336;35;69
1000283;32;5;147;01/11/2016;9;1;663;246;417;170;247;29;144;20;50
1000426;32;5;192;01/11/2016;9;1;663;246;417;170;247;29;144;20;50
1000427;32;5;67;01/11/2016;9;1;663;246;417;170;247;29;144;20;50
1000341;32;6;99;01/11/2016;13;3;918;437;481;271;210;51;132;39;-99999
1000404;32;13;173;01/11/2016;18;3;1320;500;820;931;-111;75;189;40;-99999
1000394;32;12;18;01/11/2016;18;3;1320;500;820;931;-111;75;189;40;-99999
